timestamp,value,anomaly_score,label
2014-05-14 01:14:00,85.835,0.0,0
2014-05-14 01:19:00,88.167,85.835,0
2014-05-14 01:24:00,44.595,88.167,0
2014-05-14 01:29:00,56.282,44.595,0
2014-05-14 01:34:00,36.534,56.282,0
2014-05-14 01:39:00,36.894,36.534,0
2014-05-14 01:44:00,36.807,36.894,0
2014-05-14 01:49:00,36.763,36.807,0
2014-05-14 01:54:00,36.167,36.763,0
2014-05-14 01:59:00,38.992,36.167,0
2014-05-14 02:04:00,49.724,38.992,0
2014-05-14 02:09:00,39.939,49.724,0
2014-05-14 02:14:00,37.058,39.939,0
2014-05-14 02:19:00,36.119,37.058,0
2014-05-14 02:24:00,36.339,36.119,0
2014-05-14 02:29:00,37.39,36.339,0
2014-05-14 02:34:00,36.156,37.39,0
2014-05-14 02:39:00,36.59,36.156,0
2014-05-14 02:44:00,36.624,36.59,0
2014-05-14 02:49:00,35.89,36.624,0
2014-05-14 02:54:00,36.398,35.89,0
2014-05-14 02:59:00,40.294,36.398,0
2014-05-14 03:04:00,49.725,40.294,0
2014-05-14 03:09:00,37.274,49.725,0
2014-05-14 03:14:00,46.506,37.274,0
2014-05-14 03:19:00,38.674,46.506,0
2014-05-14 03:24:00,36.715,38.674,0
2014-05-14 03:29:00,50.673,36.715,0
2014-05-14 03:34:00,38.114,50.673,0
2014-05-14 03:39:00,36.561,38.114,0
2014-05-14 03:44:00,40.321,36.561,0
2014-05-14 03:49:00,37.425,40.321,0
2014-05-14 03:54:00,34.767,37.425,0
2014-05-14 03:59:00,37.408,34.767,0
2014-05-14 04:04:00,71.106,37.408,0
2014-05-14 04:09:00,33.43,71.106,0
2014-05-14 04:14:00,33.502,33.43,0
2014-05-14 04:19:00,31.879,33.502,0
2014-05-14 04:24:00,31.615,31.879,0
2014-05-14 04:29:00,33.388,31.615,0
2014-05-14 04:34:00,32.013,33.388,0
2014-05-14 04:39:00,32.003,32.013,0
2014-05-14 04:44:00,32.01,32.003,0
2014-05-14 04:49:00,31.171,32.01,0
2014-05-14 04:54:00,30.835,31.171,0
2014-05-14 04:59:00,34.006,30.835,0
2014-05-14 05:04:00,45.126,34.006,0
2014-05-14 05:09:00,32.162,45.126,0
2014-05-14 05:14:00,32.514,32.162,0
2014-05-14 05:19:00,31.007,32.514,0
2014-05-14 05:24:00,31.099,31.007,0
2014-05-14 05:29:00,32.67,31.099,0
2014-05-14 05:34:00,30.672,32.67,0
2014-05-14 05:39:00,31.33,30.672,0
2014-05-14 05:44:00,32.277,31.33,0
2014-05-14 05:49:00,30.799,32.277,0
2014-05-14 05:54:00,31.156,30.799,0
2014-05-14 05:59:00,34.148,31.156,0
2014-05-14 06:04:00,44.669,34.148,0
2014-05-14 06:09:00,32.176,44.669,0
2014-05-14 06:14:00,33.629,32.176,0
2014-05-14 06:19:00,31.171,33.629,0
2014-05-14 06:24:00,31.556,31.171,0
2014-05-14 06:29:00,31.965,31.556,0
2014-05-14 06:34:00,31.221,31.965,0
2014-05-14 06:39:00,31.012,31.221,0
2014-05-14 06:44:00,32.176,31.012,0
2014-05-14 06:49:00,31.337,32.176,0
2014-05-14 06:54:00,31.116,31.337,0
2014-05-14 06:59:00,34.392,31.116,0
2014-05-14 07:04:00,44.619,34.392,0
2014-05-14 07:09:00,32.618,44.619,0
2014-05-14 07:14:00,32.212,32.618,0
2014-05-14 07:19:00,30.588,32.212,0
2014-05-14 07:24:00,31.055,30.588,0
2014-05-14 07:29:00,32.333,31.055,0
2014-05-14 07:34:00,31.584,32.333,0
2014-05-14 07:39:00,30.873,31.584,0
2014-05-14 07:44:00,31.661,30.873,0
2014-05-14 07:49:00,31.126,31.661,0
2014-05-14 07:54:00,32.107,31.126,0
2014-05-14 07:59:00,34.29,32.107,0
2014-05-14 08:04:00,45.279,34.29,0
2014-05-14 08:09:00,33.342,45.279,0
2014-05-14 08:14:00,32.206,33.342,0
2014-05-14 08:19:00,31.281,32.206,0
2014-05-14 08:24:00,31.877,31.281,0
2014-05-14 08:29:00,32.158,31.877,0
2014-05-14 08:34:00,29.992,32.158,0
2014-05-14 08:39:00,30.844,29.992,0
2014-05-14 08:44:00,32.819,30.844,0
2014-05-14 08:49:00,31.29,32.819,0
2014-05-14 08:54:00,31.83,31.29,0
2014-05-14 08:59:00,33.349,31.83,0
2014-05-14 09:04:00,45.502,33.349,0
2014-05-14 09:09:00,32.16,45.502,0
2014-05-14 09:14:00,32.251,32.16,0
2014-05-14 09:19:00,30.946,32.251,0
2014-05-14 09:24:00,31.825,30.946,0
2014-05-14 09:29:00,32.392,31.825,0
2014-05-14 09:34:00,32.28,32.392,0
2014-05-14 09:39:00,30.723,32.28,0
2014-05-14 09:44:00,32.666,30.723,0
2014-05-14 09:49:00,30.176,32.666,0
2014-05-14 09:54:00,30.954,30.176,0
2014-05-14 09:59:00,34.852,30.954,0
2014-05-14 10:04:00,44.688,34.852,0
2014-05-14 10:09:00,32.009,44.688,0
2014-05-14 10:14:00,32.171,32.009,0
2014-05-14 10:19:00,31.163,32.171,0
2014-05-14 10:24:00,31.329,31.163,0
2014-05-14 10:29:00,32.509,31.329,0
2014-05-14 10:34:00,30.954,32.509,0
2014-05-14 10:39:00,31.17,30.954,0
2014-05-14 10:44:00,32.371,31.17,0
2014-05-14 10:49:00,30.817,32.371,0
2014-05-14 10:54:00,30.845,30.817,0
2014-05-14 10:59:00,34.356,30.845,0
2014-05-14 11:04:00,45.159,34.356,0
2014-05-14 11:09:00,32.178,45.159,0
2014-05-14 11:14:00,33.103,32.178,0
2014-05-14 11:19:00,32.063,33.103,0
2014-05-14 11:24:00,31.384,32.063,0
2014-05-14 11:29:00,32.165,31.384,0
2014-05-14 11:34:00,30.826,32.165,0
2014-05-14 11:39:00,30.922,30.826,0
2014-05-14 11:44:00,32.548,30.922,0
2014-05-14 11:49:00,30.951,32.548,0
2014-05-14 11:54:00,30.653,30.951,0
2014-05-14 11:59:00,34.39,30.653,0
2014-05-14 12:04:00,45.659,34.39,0
2014-05-14 12:09:00,32.224,45.659,0
2014-05-14 12:14:00,32.283,32.224,0
2014-05-14 12:19:00,30.938,32.283,0
2014-05-14 12:24:00,30.923,30.938,0
2014-05-14 12:29:00,32.171,30.923,0
2014-05-14 12:34:00,30.951,32.171,0
2014-05-14 12:39:00,31.177,30.951,0
2014-05-14 12:44:00,32.437,31.177,0
2014-05-14 12:49:00,31.932,32.437,0
2014-05-14 12:54:00,32.006,31.932,0
2014-05-14 12:59:00,34.594,32.006,0
2014-05-14 13:04:00,45.219,34.594,0
2014-05-14 13:09:00,35.945,45.219,0
2014-05-14 13:14:00,33.713,35.945,0
2014-05-14 13:19:00,30.825,33.713,0
