timestamp,value,anomaly_score,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-04-01 00:00:00,19.761251903,0.0,0,0.0,0.0,0.0
2014-04-01 00:05:00,20.500833287,19.761251903,0,0.0,0.0,0.0
2014-04-01 00:10:00,19.9616414445,20.131042595,0,0.0,0.0,0.0
2014-04-01 00:15:00,21.4902660734,20.0745755448,0,0.0,0.0,0.0
2014-04-01 00:20:00,20.1877394098,20.428498177,0,0.0,0.0,0.0
2014-04-01 00:25:00,19.9231256718,20.3803464235,0,0.0,0.0,0.0
2014-04-01 00:30:00,21.6984039617,20.3041429649,0,0.0,0.0,0.0
2014-04-01 00:35:00,20.8787583842,20.5033231073,0,0.0,0.0,0.0
2014-04-01 00:40:00,18.4461996294,20.5502525169,0,0.0,0.0,0.0
2014-04-01 00:45:00,18.7108178448,20.3164688628,0,0.0,0.0,0.0
2014-04-01 00:50:00,21.1484914518,20.155903761,0,0.0,0.0,0.0
2014-04-01 00:55:00,21.3434052847,20.2461390056,0,0.0,0.0,0.0
2014-04-01 01:00:00,20.1807633164,20.3375778622,0,0.0,0.0,0.0
2014-04-01 01:05:00,20.2178209115,20.3255152048,0,0.0,0.0,0.0
2014-04-01 01:10:00,20.5277318514,20.3178227553,0,0.0,0.0,0.0
2014-04-01 01:15:00,19.7564630971,20.331816695,0,0.0,0.0,0.0
2014-04-01 01:20:00,20.7207964939,20.2958570952,0,0.0,0.0,0.0
2014-04-01 01:25:00,18.4339250303,20.3208535304,0,0.0,0.0,0.0
2014-04-01 01:30:00,21.8451169695,20.2160241693,0,0.0,0.0,0.0
2014-04-01 01:35:00,21.0006192952,20.3017658956,0,0.0,0.0,0.0
2014-04-01 01:40:00,20.524696816,20.3367085656,0,0.0,0.0,0.0
2014-04-01 01:45:00,19.265288228,20.345660387,0,0.0,0.0,0.0
2014-04-01 01:50:00,18.6438219498,20.2965525616,0,0.0,0.0,0.0
2014-04-01 01:55:00,19.6373718553,20.2246947089,0,0.0,0.0,0.0
2014-04-01 02:00:00,20.6463069623,20.2002229234,0,0.0,0.0,0.0
2014-04-01 02:05:00,20.5348389737,20.2180662849,0,0.0,0.0,0.0
2014-04-01 02:10:00,19.5305646203,20.2302498499,0,0.0,0.0,0.0
2014-04-01 02:15:00,20.4531455753,20.2043355821,0,0.0,0.0,0.0
2014-04-01 02:20:00,21.2549931823,20.2132216533,0,0.0,0.0,0.0
2014-04-01 02:25:00,18.1051390894,20.2491448095,0,0.0,0.0,0.0
2014-04-01 02:30:00,19.8024841917,20.1776779521,0,0.0,0.0,0.0
2014-04-01 02:35:00,21.0342209139,20.1655749276,0,0.0,0.0,0.0
2014-04-01 02:40:00,20.1845778819,20.1927201147,0,0.0,0.0,0.0
2014-04-01 02:45:00,20.6059043517,20.1924733803,0,0.0,0.0,0.0
2014-04-01 02:50:00,20.0667055704,20.2046331148,0,0.0,0.0,0.0
2014-04-01 02:55:00,21.9674981787,20.2006923278,0,0.0,0.0,0.0
2014-04-01 03:00:00,18.218486146,20.2497702681,0,0.0,0.0,0.0
2014-04-01 03:05:00,19.9641792871,20.1948706972,0,0.0,0.0,0.0
2014-04-01 03:10:00,18.3656661965,20.1887998707,0,0.0,0.0,0.0
2014-04-01 03:15:00,18.6391422485,20.1420528534,0,0.0,0.0,0.0
2014-04-01 03:20:00,19.5321534017,20.1044800883,0,0.0,0.0,0.0
2014-04-01 03:25:00,18.622160366,20.0905209008,0,0.0,0.0,0.0
2014-04-01 03:30:00,21.8547486638,20.0555599357,0,0.0,0.0,0.0
2014-04-01 03:35:00,21.7871591069,20.097401534,0,0.0,0.0,0.0
2014-04-01 03:40:00,19.3444385849,20.1358051152,0,0.0,0.0,0.0
2014-04-01 03:45:00,20.5589908482,20.1182191923,0,0.0,0.0,0.0
2014-04-01 03:50:00,20.1350132824,20.1278011848,0,0.0,0.0,0.0
2014-04-01 03:55:00,21.2623479221,20.1279546337,0,0.0,0.0,0.0
2014-04-01 04:00:00,20.5097824393,20.1515878272,0,0.0,0.0,0.0
2014-04-01 04:05:00,18.001009818,20.1588979213,0,0.0,0.0,0.0
2014-04-01 04:10:00,21.0526975424,20.1157401593,0,0.0,0.0,0.0
2014-04-01 04:15:00,20.9873924852,20.1341118727,0,0.0,0.0,0.0
2014-04-01 04:20:00,20.0388908223,20.1505211152,0,0.0,0.0,0.0
2014-04-01 04:25:00,21.6116758929,20.1484148833,0,0.0,0.0,0.0
2014-04-01 04:30:00,21.6337848228,20.1755123094,0,0.0,0.0,0.0
2014-04-01 04:35:00,20.0956467068,20.2020263551,0,0.0,0.0,0.0
2014-04-01 04:40:00,20.4319529248,20.2001267185,0,0.0,0.0,0.0
2014-04-01 04:45:00,21.9860882877,20.2041938449,0,0.0,0.0,0.0
2014-04-01 04:50:00,19.1952809392,20.2349161629,0,0.0,0.0,0.0
2014-04-01 04:55:00,19.2984689692,20.2172952269,0,0.0,0.0,0.0
2014-04-01 05:00:00,18.7310956107,20.2019814559,0,0.0,0.0,0.0
2014-04-01 05:05:00,21.5834677566,20.1778685732,0,0.0,0.0,0.0
2014-04-01 05:10:00,20.9779535598,20.2005395278,0,0.0,0.0,0.0
2014-04-01 05:15:00,18.4225713955,20.2128794331,0,0.0,0.0,0.0
2014-04-01 05:20:00,21.9270694048,20.18490587,0,0.0,0.0,0.0
2014-04-01 05:25:00,20.9238468326,20.2117083859,0,0.0,0.0,0.0
2014-04-01 05:30:00,21.4020884384,20.2224983624,0,0.0,0.0,0.0
2014-04-01 05:35:00,18.1926031567,20.2401041844,0,0.0,0.0,0.0
2014-04-01 05:40:00,20.0198436758,20.2099938752,0,0.0,0.0,0.0
2014-04-01 05:45:00,20.7943931469,20.2072380752,0,0.0,0.0,0.0
2014-04-01 05:50:00,20.1717863383,20.2156260048,0,0.0,0.0,0.0
2014-04-01 05:55:00,20.6665898628,20.2150085447,0,0.0,0.0,0.0
2014-04-01 06:00:00,21.2714962544,20.2212805074,0,0.0,0.0,0.0
2014-04-01 06:05:00,19.4973482518,20.2356670245,0,0.0,0.0,0.0
2014-04-01 06:10:00,21.3946747025,20.2256897438,0,0.0,0.0,0.0
2014-04-01 06:15:00,18.6516644191,20.2412762099,0,0.0,0.0,0.0
2014-04-01 06:20:00,19.0835442201,20.2203602653,0,0.0,0.0,0.0
2014-04-01 06:25:00,18.1733824797,20.2055964206,0,0.0,0.0,0.0
2014-04-01 06:30:00,19.4577072453,20.1795423957,0,0.0,0.0,0.0
2014-04-01 06:35:00,19.5196381793,20.1704052419,0,0.0,0.0,0.0
2014-04-01 06:40:00,21.2210823888,20.1622706536,0,0.0,0.0,0.0
2014-04-01 06:45:00,20.6125226812,20.1753424034,0,0.0,0.0,0.0
2014-04-01 06:50:00,19.7468902326,20.1806738702,0,0.0,0.0,0.0
2014-04-01 06:55:00,20.6084559145,20.1754475613,0,0.0,0.0,0.0
2014-04-01 07:00:00,18.2111334021,20.1806024227,0,0.0,0.0,0.0
2014-04-01 07:05:00,18.7210861441,20.1574321989,0,0.0,0.0,0.0
2014-04-01 07:10:00,20.507791421,20.1407305006,0,0.0,0.0,0.0
2014-04-01 07:15:00,20.5654672769,20.1449495916,0,0.0,0.0,0.0
2014-04-01 07:20:00,21.0965386348,20.1497282017,0,0.0,0.0,0.0
2014-04-01 07:25:00,19.6119990362,20.1603665212,0,0.0,0.0,0.0
2014-04-01 07:30:00,20.8902163865,20.1542735491,0,0.0,0.0,0.0
2014-04-01 07:35:00,20.7359213302,20.162360833,0,0.0,0.0,0.0
2014-04-01 07:40:00,21.8535735135,20.1685951863,0,0.0,0.0,0.0
2014-04-01 07:45:00,18.8605209057,20.1867132328,0,0.0,0.0,0.0
2014-04-01 07:50:00,20.206718255,20.1726048038,0,0.0,0.0,0.0
2014-04-01 07:55:00,20.4070577684,20.1729638927,0,0.0,0.0,0.0
2014-04-01 08:00:00,21.9945915397,20.1754023706,0,0.0,0.0,0.0
2014-04-01 08:05:00,18.8047365687,20.1941568981,0,0.0,0.0,0.0
2014-04-01 08:10:00,20.0928720799,20.1799791397,0,0.0,0.0,0.0
2014-04-01 08:15:00,19.3847412309,20.1790992704,0,0.0,0.0,0.0
2014-04-01 08:20:00,20.1035718743,20.17115569,0,0.0,0.0,0.0
2014-04-01 08:25:00,18.9285144084,20.17115569,0,0.0,0.0,0.0
2014-04-01 08:30:00,18.1904495137,20.17115569,0,0.0,0.0,0.0
2014-04-01 08:35:00,20.2902618156,20.17115569,0,0.0,0.0,0.0
2014-04-01 08:40:00,19.3434172634,20.17115569,0,0.0,0.0,0.0
2014-04-01 08:45:00,18.727765607,20.17115569,0,0.0,0.0,0.0
2014-04-01 08:50:00,19.2957422643,20.17115569,0,0.0,0.0,0.0
2014-04-01 08:55:00,18.1971208058,20.17115569,0,0.0,0.0,0.0
2014-04-01 09:00:00,74.1260143836,20.17115569,0,0.0,0.0,0.0
2014-04-01 09:05:00,69.1036116436,20.17115569,0,0.0,0.0,0.0
2014-04-01 09:10:00,72.2808540663,20.17115569,0,0.0,0.0,0.0
2014-04-01 09:15:00,66.9544074866,20.17115569,0,0.0,0.0,0.0
2014-04-01 09:20:00,73.4850794789,20.17115569,0,0.0,0.0,0.0
2014-04-01 09:25:00,67.7731278131,20.17115569,0,0.0,0.0,0.0
2014-04-01 09:30:00,69.0056563819,20.17115569,0,0.0,0.0,0.0
2014-04-01 09:35:00,67.8883981289,20.17115569,0,0.0,0.0,0.0
2014-04-01 09:40:00,71.1725848238,20.17115569,0,0.0,0.0,0.0
2014-04-01 09:45:00,68.9065226554,20.17115569,0,0.0,0.0,0.0
2014-04-01 09:50:00,64.8937453607,20.17115569,0,0.0,0.0,0.0
2014-04-01 09:55:00,63.179337626,20.17115569,0,0.0,0.0,0.0
2014-04-01 10:00:00,79.2470505155,20.17115569,0,0.0,0.0,0.0
2014-04-01 10:05:00,77.4320730032,20.17115569,0,0.0,0.0,0.0
2014-04-01 10:10:00,71.3295428127,20.17115569,0,0.0,0.0,0.0
2014-04-01 10:15:00,75.9799830691,20.17115569,0,0.0,0.0,0.0
2014-04-01 10:20:00,77.8293300694,20.17115569,0,0.0,0.0,0.0
2014-04-01 10:25:00,82.673382989,20.17115569,0,0.0,0.0,0.0
2014-04-01 10:30:00,71.0210883865,20.17115569,0,0.0,0.0,0.0
2014-04-01 10:35:00,75.2486478048,20.17115569,0,0.0,0.0,0.0
2014-04-01 10:40:00,82.6076230245,20.17115569,0,0.0,0.0,0.0
2014-04-01 10:45:00,79.9035394211,20.17115569,0,0.0,0.0,0.0
2014-04-01 10:50:00,74.3401531544,20.17115569,0,0.0,0.0,0.0
2014-04-01 10:55:00,82.9596010938,20.17115569,0,0.0,0.0,0.0
2014-04-01 11:00:00,79.4133411053,20.17115569,0,0.0,0.0,0.0
2014-04-01 11:05:00,79.4937884794,20.17115569,0,0.0,0.0,0.0
2014-04-01 11:10:00,87.0996450426,20.17115569,0,0.0,0.0,0.0
2014-04-01 11:15:00,86.6309408675,20.17115569,0,0.0,0.0,0.0
2014-04-01 11:20:00,77.2701037963,20.17115569,0,0.0,0.0,0.0
2014-04-01 11:25:00,73.8037704623,20.17115569,0,0.0,0.0,0.0
2014-04-01 11:30:00,76.7474037102,20.17115569,0,0.0,0.0,0.0
2014-04-01 11:35:00,72.052805772,20.17115569,0,0.0,0.0,0.0
2014-04-01 11:40:00,71.8982924702,20.17115569,0,0.0,0.0,0.0
2014-04-01 11:45:00,77.8583840549,20.17115569,0,0.0,0.0,0.0
2014-04-01 11:50:00,86.5339792602,20.17115569,0,0.0,0.0,0.0
2014-04-01 11:55:00,85.426067155,20.17115569,0,0.0,0.0,0.0
2014-04-01 12:00:00,80.0868656403,20.17115569,0,0.0,0.0,0.0
2014-04-01 12:05:00,80.9463697522,20.17115569,0,0.0,0.0,0.0
2014-04-01 12:10:00,72.0084220248,20.17115569,0,0.0,0.0,0.0
2014-04-01 12:15:00,75.3574808711,20.17115569,0,0.0,0.0,0.0
2014-04-01 12:20:00,72.3095103677,20.17115569,0,0.0,0.0,0.0
2014-04-01 12:25:00,83.9717453641,20.17115569,0,0.0,0.0,0.0
2014-04-01 12:30:00,74.2411363371,43.4265567598,0,0.0,0.0,0.0
2014-04-01 12:35:00,85.8016679353,43.4265567598,0,0.0,0.0,0.0
2014-04-01 12:40:00,82.194437192,43.4265567598,0,0.0,0.0,0.0
2014-04-01 12:45:00,75.5798939857,43.4265567598,0,0.0,0.0,0.0
2014-04-01 12:50:00,74.4340968432,43.4265567598,0,0.0,0.0,0.0
2014-04-01 12:55:00,81.9435448205,43.4265567598,0,0.0,0.0,0.0
2014-04-01 13:00:00,86.3926524705,43.4265567598,0,0.0,0.0,0.0
2014-04-01 13:05:00,83.4737249994,43.4265567598,0,0.0,0.0,0.0
2014-04-01 13:10:00,77.5581280065,43.4265567598,0,0.0,0.0,0.0
2014-04-01 13:15:00,81.3786019713,43.4265567598,0,0.0,0.0,0.0
2014-04-01 13:20:00,76.953713801,43.4265567598,0,0.0,0.0,0.0
