timestamp,value,anomaly_score,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-04-01 00:00:00,21.5980110405,0.0,0,0.0,0.0,0.0
2014-04-01 00:05:00,19.3213920476,21.5980110405,0,0.0,0.0,0.0
2014-04-01 00:10:00,21.399938142,20.459701544,0,0.0,0.0,0.0
2014-04-01 00:15:00,18.3739156837,20.7731137434,0,0.0,0.0,0.0
2014-04-01 00:20:00,18.1674987959,20.1733142284,0,0.0,0.0,0.0
2014-04-01 00:25:00,20.0161807325,19.7721511419,0,0.0,0.0,0.0
2014-04-01 00:30:00,18.2386488933,19.8128227404,0,0.0,0.0,0.0
2014-04-01 00:35:00,19.5699592049,19.5879407622,0,0.0,0.0,0.0
2014-04-01 00:40:00,21.5871124675,19.5856930675,0,0.0,0.0,0.0
2014-04-01 00:45:00,18.9659321448,19.8080730009,0,0.0,0.0,0.0
2014-04-01 00:50:00,20.8239031005,19.7238589153,0,0.0,0.0,0.0
2014-04-01 00:55:00,19.2094615696,19.8238629321,0,0.0,0.0,0.0
2014-04-01 01:00:00,18.179680221,19.7726628186,0,0.0,0.0,0.0
2014-04-01 01:05:00,20.2267623256,19.6501256957,0,0.0,0.0,0.0
2014-04-01 01:10:00,21.3394139621,19.6913140264,0,0.0,0.0,0.0
2014-04-01 01:15:00,19.6378737934,19.8011873554,0,0.0,0.0,0.0
2014-04-01 01:20:00,20.4691753058,19.7909802578,0,0.0,0.0,0.0
2014-04-01 01:25:00,21.6000943906,19.8308740842,0,0.0,0.0,0.0
2014-04-01 01:30:00,21.1587780509,19.9291641012,0,0.0,0.0,0.0
2014-04-01 01:35:00,18.7755055976,19.9938806249,0,0.0,0.0,0.0
2014-04-01 01:40:00,20.9335358375,19.9329618735,0,0.0,0.0,0.0
2014-04-01 01:45:00,20.0075721006,19.9806082527,0,0.0,0.0,0.0
2014-04-01 01:50:00,20.9838672315,19.9818338822,0,0.0,0.0,0.0
2014-04-01 01:55:00,19.9780622021,20.0254005495,0,0.0,0.0,0.0
