timestamp,value,anomaly_score,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-02-14 14:27:00,2.296,0.0,0,0.0,0.0,0.0
2014-02-14 14:32:00,2.144,2.296,0,0.0,0.0,0.0
2014-02-14 14:37:00,2.274,2.22,0,0.0,0.0,0.0
2014-02-14 14:42:00,2.066,2.238,0,0.0,0.0,0.0
2014-02-14 14:47:00,2.35,2.195,0,0.0,0.0,0.0
2014-02-14 14:52:00,2.136,2.226,0,0.0,0.0,0.0
2014-02-14 14:57:00,2.366,2.211,0,0.0,0.0,0.0
2014-02-14 15:02:00,2.252,2.23314285714,0,0.0,0.0,0.0
2014-02-14 15:07:00,2.4,2.2355,0,0.0,0.0,0.0
2014-02-14 15:12:00,2.18,2.25377777778,0,0.0,0.0,0.0
2014-02-14 15:17:00,2.352,2.2464,0,0.0,0.0,0.0
2014-02-14 15:22:00,3.434,2.256,0,0.0,0.0,0.0
2014-02-14 15:27:00,2.43,2.35416666667,0,0.0,0.0,0.0
2014-02-14 15:32:00,2.034,2.36,0,0.0,0.0,0.0
2014-02-14 15:37:00,2.296,2.33671428571,0,0.0,0.0,0.0
2014-02-14 15:42:00,2.052,2.334,0,0.0,0.0,0.0
2014-02-14 15:47:00,2.314,2.316375,0,0.0,0.0,0.0
2014-02-14 15:52:00,2.07,2.31623529412,0,0.0,0.0,0.0
2014-02-14 15:57:00,2.4,2.30255555556,0,0.0,0.0,0.0
2014-02-14 16:02:00,2.07,2.30768421053,0,0.0,0.0,0.0
2014-02-14 16:07:00,3.588,2.2958,0,0.0,0.0,0.0
2014-02-14 16:12:00,2.192,2.35733333333,0,0.0,0.0,0.0
2014-02-14 16:17:00,2.3,2.34981818182,0,0.0,0.0,0.0
2014-02-14 16:22:00,2.134,2.34765217391,0,0.0,0.0,0.0
2014-02-14 16:27:00,2.284,2.33875,0,0.0,0.0,0.0
2014-02-14 16:32:00,2.12,2.33656,0,0.0,0.0,0.0
2014-02-14 16:37:00,2.35,2.32823076923,0,0.0,0.0,0.0
2014-02-14 16:42:00,2.166,2.32903703704,0,0.0,0.0,0.0
2014-02-14 16:47:00,2.314,2.32321428571,0,0.0,0.0,0.0
2014-02-14 16:52:00,2.186,2.32289655172,0,0.0,0.0,0.0
2014-02-14 16:57:00,2.33,2.31833333333,0,0.0,0.0,0.0
2014-02-14 17:02:00,2.108,2.31870967742,0,0.0,0.0,0.0
2014-02-14 17:07:00,2.328,2.312125,0,0.0,0.0,0.0
2014-02-14 17:12:00,3.434,2.31260606061,0,0.0,0.0,0.0
2014-02-14 17:17:00,2.424,2.34558823529,0,0.0,0.0,0.0
2014-02-14 17:22:00,2.158,2.34782857143,0,0.0,0.0,0.0
2014-02-14 17:27:00,2.342,2.34255555556,0,0.0,0.0,0.0
2014-02-14 17:32:00,2.056,2.34254054054,0,0.0,0.0,0.0
2014-02-14 17:37:00,2.376,2.335,0,0.0,0.0,0.0
2014-02-14 17:42:00,2.106,2.33605128205,0,0.0,0.0,0.0
2014-02-14 17:47:00,2.408,2.3303,0,0.0,0.0,0.0
2014-02-14 17:52:00,2.156,2.33219512195,0,0.0,0.0,0.0
2014-02-14 17:57:00,2.464,2.328,0,0.0,0.0,0.0
2014-02-14 18:02:00,2.224,2.3311627907,0,0.0,0.0,0.0
2014-02-14 18:07:00,2.428,2.32872727273,0,0.0,0.0,0.0
2014-02-14 18:12:00,2.234,2.33093333333,0,0.0,0.0,0.0
2014-02-14 18:17:00,2.408,2.32882608696,0,0.0,0.0,0.0
2014-02-14 18:22:00,3.372,2.3305106383,0,0.0,0.0,0.0
2014-02-14 18:27:00,2.318,2.35220833333,0,0.0,0.0,0.0
2014-02-14 18:32:00,2.166,2.35151020408,0,0.0,0.0,0.0
2014-02-14 18:37:00,2.386,2.3478,0,0.0,0.0,0.0
2014-02-14 18:42:00,2.138,2.34854901961,0,0.0,0.0,0.0
2014-02-14 18:47:00,2.336,2.3445,0,0.0,0.0,0.0
2014-02-14 18:52:00,2.23,2.34433962264,0,0.0,0.0,0.0
2014-02-14 18:57:00,2.452,2.34222222222,0,0.0,0.0,0.0
2014-02-14 19:02:00,2.15,2.34421818182,0,0.0,0.0,0.0
2014-02-14 19:07:00,2.386,2.34075,0,0.0,0.0,0.0
2014-02-14 19:12:00,2.234,2.34154385965,0,0.0,0.0,0.0
2014-02-14 19:17:00,2.732,2.33968965517,0,0.0,0.0,0.0
2014-02-14 19:22:00,2.916,2.34633898305,0,0.0,0.0,0.0
2014-02-14 19:27:00,2.246,2.35583333333,0,0.0,0.0,0.0
2014-02-14 19:32:00,2.084,2.35403278689,0,0.0,0.0,0.0
