timestamp,value,anomaly_score,label
2014-02-14 14:27:00,2.296,0.0,0
2014-02-14 14:32:00,2.144,2.296,0
2014-02-14 14:37:00,2.274,2.144,0
2014-02-14 14:42:00,2.066,2.274,0
2014-02-14 14:47:00,2.35,2.066,0
2014-02-14 14:52:00,2.136,2.35,0
2014-02-14 14:57:00,2.366,2.136,0
2014-02-14 15:02:00,2.252,2.366,0
2014-02-14 15:07:00,2.4,2.252,0
2014-02-14 15:12:00,2.18,2.4,0
2014-02-14 15:17:00,2.352,2.18,0
2014-02-14 15:22:00,3.434,2.352,0
2014-02-14 15:27:00,2.43,3.434,0
2014-02-14 15:32:00,2.034,2.43,0
2014-02-14 15:37:00,2.296,2.034,0
2014-02-14 15:42:00,2.052,2.296,0
2014-02-14 15:47:00,2.314,2.052,0
2014-02-14 15:52:00,2.07,2.314,0
2014-02-14 15:57:00,2.4,2.07,0
2014-02-14 16:02:00,2.07,2.4,0
2014-02-14 16:07:00,3.588,2.07,0
2014-02-14 16:12:00,2.192,3.588,0
2014-02-14 16:17:00,2.3,2.192,0
2014-02-14 16:22:00,2.134,2.3,0
2014-02-14 16:27:00,2.284,2.134,0
2014-02-14 16:32:00,2.12,2.284,0
2014-02-14 16:37:00,2.35,2.12,0
2014-02-14 16:42:00,2.166,2.35,0
2014-02-14 16:47:00,2.314,2.166,0
2014-02-14 16:52:00,2.186,2.314,0
2014-02-14 16:57:00,2.33,2.186,0
2014-02-14 17:02:00,2.108,2.33,0
2014-02-14 17:07:00,2.328,2.108,0
2014-02-14 17:12:00,3.434,2.328,0
2014-02-14 17:17:00,2.424,3.434,0
2014-02-14 17:22:00,2.158,2.424,0
2014-02-14 17:27:00,2.342,2.158,0
2014-02-14 17:32:00,2.056,2.342,0
2014-02-14 17:37:00,2.376,2.056,0
2014-02-14 17:42:00,2.106,2.376,0
2014-02-14 17:47:00,2.408,2.106,0
2014-02-14 17:52:00,2.156,2.408,0
2014-02-14 17:57:00,2.464,2.156,0
2014-02-14 18:02:00,2.224,2.464,0
2014-02-14 18:07:00,2.428,2.224,0
2014-02-14 18:12:00,2.234,2.428,0
2014-02-14 18:17:00,2.408,2.234,0
2014-02-14 18:22:00,3.372,2.408,0
2014-02-14 18:27:00,2.318,3.372,0
2014-02-14 18:32:00,2.166,2.318,0
2014-02-14 18:37:00,2.386,2.166,0
2014-02-14 18:42:00,2.138,2.386,0
2014-02-14 18:47:00,2.336,2.138,0
2014-02-14 18:52:00,2.23,2.336,0
2014-02-14 18:57:00,2.452,2.23,0
2014-02-14 19:02:00,2.15,2.452,0
2014-02-14 19:07:00,2.386,2.15,0
2014-02-14 19:12:00,2.234,2.386,0
2014-02-14 19:17:00,2.732,2.234,0
2014-02-14 19:22:00,2.916,2.732,0
2014-02-14 19:27:00,2.246,2.916,0
2014-02-14 19:32:00,2.084,2.246,0
2014-02-14 19:37:00,2.248,2.084,0
2014-02-14 19:42:00,2.096,2.248,0
2014-02-14 19:47:00,2.266,2.096,0
2014-02-14 19:52:00,2.504,2.266,0
2014-02-14 19:57:00,52.266,2.504,0
2014-02-14 20:02:00,54.806,52.266,0
2014-02-14 20:07:00,55.736,54.806,0
2014-02-14 20:12:00,11.058,55.736,0
2014-02-14 20:17:00,20.216,11.058,0
2014-02-14 20:22:00,71.306,20.216,0
2014-02-14 20:27:00,55.498,71.306,0
2014-02-14 20:32:00,25.366,55.498,0
2014-02-14 20:37:00,6.994,25.366,0
2014-02-14 20:42:00,5.034,6.994,0
2014-02-14 20:47:00,5.45,5.034,0
2014-02-14 20:52:00,5.4,5.45,0
2014-02-14 20:57:00,5.65,5.4,0
2014-02-14 21:02:00,7.992,5.65,0
2014-02-14 21:07:00,5.42,7.992,0
2014-02-14 21:12:00,7.802,5.42,0
2014-02-14 21:17:00,5.666,7.802,0
2014-02-14 21:22:00,5.164,5.666,0
2014-02-14 21:27:00,7.2,5.164,0
2014-02-14 21:32:00,5.082,7.2,0
2014-02-14 21:37:00,5.546,5.082,0
2014-02-14 21:42:00,5.282,5.546,0
2014-02-14 21:47:00,5.566,5.282,0
2014-02-14 21:52:00,4.002,5.566,0
2014-02-14 21:57:00,3.512,4.002,0
2014-02-14 22:02:00,1.98,3.512,0
2014-02-14 22:07:00,2.278,1.98,0
2014-02-14 22:12:00,2.016,2.278,0
2014-02-14 22:17:00,3.524,2.016,0
2014-02-14 22:22:00,2.034,3.524,0
2014-02-14 22:27:00,2.25,2.034,0
2014-02-14 22:32:00,2.068,2.25,0
2014-02-14 22:37:00,2.304,2.068,0
2014-02-14 22:42:00,2.092,2.304,0
2014-02-14 22:47:00,2.332,2.092,0
2014-02-14 22:52:00,2.124,2.332,0
2014-02-14 22:57:00,53.692,2.124,0
2014-02-14 23:02:00,51.466,53.692,0
2014-02-14 23:07:00,51.85,51.466,0
2014-02-14 23:12:00,5.372,51.85,0
2014-02-14 23:17:00,3.002,5.372,0
2014-02-14 23:22:00,3.984,3.002,0
2014-02-14 23:27:00,3.246,3.984,0
2014-02-14 23:32:00,4.7,3.246,0
2014-02-14 23:37:00,2.864,4.7,0
2014-02-14 23:42:00,2.426,2.864,0
